,品名,规格（客户看板）,长度/mm,支/件,材质,执行标准,品牌/厂家,提货地,理计,过磅,备注（可随意改动）,库存,供应商/联系方式（后台可见，每日更新价格时可选最低价供应商）,供货价/元,差价/元
型材,镀锌角钢,2.5,6000,400,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,3,6000,400,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,3,6000,300,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,3,6000,300,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,3,6000,300,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,3,6000,300,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,3,6000,300,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,3,6000,300,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,4,,,,,,,,,,,,,
型材,镀锌角钢,4,,,,,,,,,,,,,
型材,镀锌角钢,4,,,,,,,,,,,,,
型材,镀锌角钢,4,,,,,,,,,,,,,
型材,镀锌角钢,4,,,,,,,,,,,,,
型材,镀锌角钢,4,,,,,,,,,,,,,
型材,镀锌角钢,4,,,,,,,,,,,,,
型材,镀锌角钢,4,,,,,,,,,,,,,
型材,镀锌角钢,4,,,,,,,,,,,,,
型材,镀锌角钢,4,,,,,,,,,,,,,
型材,镀锌角钢,4,,,,,,,,,,,,,
型材,镀锌角钢,4,,,,,,,,,,,,,
型材,镀锌角钢,4,,,,,,,,,,,,,
型材,镀锌角钢,4,6000,300,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,4,6000,300,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,4,6000,300,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,4,6000,300,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,4,6000,300,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,4,6000,300,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,4,6000,300,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,4,6000,300,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,4,6000,300,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,4.5,6000,292,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,4.5,6000,237,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,5,,,,,,,,,,,,,
型材,镀锌角钢,5,,,,,,,,,,,,,
型材,镀锌角钢,5,,,,,,,,,,,,,
型材,镀锌角钢,5,,,,,,,,,,,,,
型材,镀锌角钢,5,,,,,,,,,,,,,
型材,镀锌角钢,5,,,,,,,,,,,,,
型材,镀锌角钢,5,,,,,,,,,,,,,
型材,镀锌角钢,5,,,,,,,,,,,,,
型材,镀锌角钢,5,,,,,,,,,,,,,
型材,镀锌角钢,5,,,,,,,,,,,,,
型材,镀锌角钢,5,,,,,,,,,,,,,
型材,镀锌角钢,5,,,,,,,,,,,,,
型材,镀锌角钢,5,6000,200,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,5,6000,200,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,5,6000,200,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,5,6000,200,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,5,6000,200,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,5,6000,200,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,5,6000,200,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,5,6000,200,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,5,6000,200,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,5,6000,200,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,5,6000,200,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,5,6000,150,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,5.6,6000,230,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,5.6,6000,185,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,6.3,,,,,,,,,,,,,
型材,镀锌角钢,6.3,,,,,,,,,,,,,
型材,镀锌角钢,6.3,,,,,,,,,,,,,
型材,镀锌角钢,6.3,,,,,,,,,,,,,
型材,镀锌角钢,6.3,,,,,,,,,,,,,
型材,镀锌角钢,6.3,,,,,,,,,,,,,
型材,镀锌角钢,6.3,,131,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,6.3,,182,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,6.3,,182,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,6.3,,182,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,6.3,,131,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,6.3,,131,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,6.3,,131,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,6.3,,149,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,6.3,,131,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,6.3,,131,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,6.3,,131,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,7,,,,,,,,,,,,,
型材,镀锌角钢,7,,158,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,7,,158,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,7,,131,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,7,,113,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,7,,113,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,7.5,,,,,,,,,,,,,
型材,镀锌角钢,7.5,,149,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,7.5,,149,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,7.5,,122,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,7.5,,122,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,7.5,,104,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,7.5,,95,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,8,,,,,,,,,,,,,
型材,镀锌角钢,8,,109,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,8,,109,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,8,,95,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,8,,81,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,9,,,,,,,,,,,,,
型材,镀锌角钢,9,,102,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,9,,81,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,10,,,,,,,,,,,,,
型材,镀锌角钢,10,,83,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,10,,83,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,10,,63,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,10,,63,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,10,,58,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,50*3,,293,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,50*32*3,,,,,,,,,,,,,
型材,镀锌角钢,63*4,,215,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,63*4,,215,,,唐山朋钢,,,,,,,,
型材,镀锌角钢,63*40,,,,,,,,,,,,,
型材,镀锌角钢,75*50,,,,,,,,,,,,,
型材,镀锌角钢,90*56,,,,,,,,,,,,,
型材,镀锌角钢,100*63,,,,,,,,,,,,,
型材,镀锌角钢,100*63,,,,,,,,,,,,,
型材,镀锌角钢,8#,,,,,,,,,,,,,
型材,镀锌角钢,8#,,,,,,,,,,,,,
型材,镀锌角钢,8#,,,,,,,,,,,,,
型材,镀锌角钢,8#,,,,,,,,,,,,,
型材,镀锌角钢,8#,,,,,,,,,,,,,
型材,镀锌角钢,8#,,,,,,,,,,,,,
型材,镀锌角钢,8#,,,,,,,,,,,,,
型材,镀锌角钢,8#,,,,,,,,,,,,,
型材,镀锌角钢,8#,,,,,,,,,,,,,
型材,镀锌角钢,8#,,,,,,,,,,,,,
型材,镀锌角钢,8#,,,,,,,,,,,,,
型材,镀锌角钢,8#,,,,,,,,,,,,,
型材,镀锌角钢,8#,,,,,,,,,,,,,
型材,镀锌角钢,8#,,,,,,,,,,,,,
型材,镀锌角钢,8#,,,,,,,,,,,,,
型材,镀锌角钢,8#,,,,,,,,,,,,,
型材,镀锌角钢,8#,,,,,,,,,,,,,
型材,镀锌角钢,10,,,,,,,,,,,,,
型材,镀锌角钢,10,,,,,,,,,,,,,
型材,镀锌角钢,10,,,,,,,,,,,,,
型材,镀锌角钢,10,,,,,,,,,,,,,
型材,镀锌角钢,10,,,,,,,,,,,,,
型材,镀锌角钢,10,,,,,,,,,,,,,
型材,镀锌角钢,10,,,,,,,,,,,,,
型材,镀锌角钢,10,,,,,,,,,,,,,
型材,镀锌角钢,10,,,,,,,,,,,,,
型材,镀锌角钢,10,,,,,,,,,,,,,
型材,镀锌角钢,10,,,,,,,,,,,,,
型材,镀锌角钢,10,,,,,,,,,,,,,
型材,镀锌角钢,10,,,,,,,,,,,,,
型材,镀锌角钢,10,,,,,,,,,,,,,
型材,镀锌角钢,10,,,,,,,,,,,,,
型材,镀锌角钢,10,,,,,,,,,,,,,
型材,镀锌角钢,10,,,,,,,,,,,,,
型材,镀锌角钢,10,,,,,,,,,,,,,
型材,镀锌角钢,10,,,,,,,,,,,,,
型材,镀锌角钢,10,,,,,,,,,,,,,
型材,镀锌角钢,10,,,,,,,,,,,,,
型材,镀锌角钢,10,,,,,,,,,,,,,
型材,镀锌角钢,10,,,,,,,,,,,,,
型材,镀锌角钢,10,,,,,,,,,,,,,
型材,镀锌角钢,10,,,,,,,,,,,,,
型材,镀锌角钢,,,,,,晋南,,,,,,,,
型材,镀锌角钢,40*40*3,6000,400,,,晋南,,,,,,,,
型材,镀锌角钢,40*40*3,6000,400,,,晋南,,,,,,,,
型材,镀锌角钢,40*40*3,6000,332,,,晋南,,,,,,,,
型材,镀锌角钢,40*40*3,6000,332,,,晋南,,,,,,,,
型材,镀锌角钢,40*40*4,6000,332,,,晋南,,,,,,,,
型材,镀锌角钢,40*40*4,6000,332,,,晋南,,,,,,,,
型材,镀锌角钢,50*50*3,6000,254,,,晋南,,,,,,,,
型材,镀锌角钢,50*50*3,6000,254,,,晋南,,,,,,,,
型材,镀锌角钢,50*50*4,6000,254,,,晋南,,,,,,,,
型材,镀锌角钢,50*50*4,6000,254,,,晋南,,,,,,,,
型材,镀锌角钢,50*50*4,6000,254,,,晋南,,,,,,,,
型材,镀锌角钢,50*50*4,6000,254,,,晋南,,,,,,,,
型材,镀锌角钢,50*50*5,6000,215,,,晋南,,,,,,,,
型材,镀锌角钢,50*50*5,6000,215,,,晋南,,,,,,,,
型材,镀锌角钢,50*50*5,6000,215,,,晋南,,,,,,,,
型材,镀锌角钢,63*63*4,6000,167,,,晋南,,,,,,,,
型材,镀锌角钢,63*63*4,6000,167,,,晋南,,,,,,,,
型材,镀锌角钢,63*63*4,6000,167,,,晋南,,,,,,,,
型材,镀锌角钢,63*63*4,6000,167,,,晋南,,,,,,,,
型材,镀锌角钢,63*63*5,6000,167,,,晋南,,,,,,,,
型材,镀锌角钢,63*63*5,6000,167,,,晋南,,,,,,,,
型材,镀锌角钢,63*63*5,6000,167,,,晋南,,,,,,,,
型材,镀锌角钢,63*63*5,6000,167,,,晋南,,,,,,,,
型材,镀锌角钢,63*63*5,6000,167,,,晋南,,,,,,,,
型材,镀锌角钢,63*63*6,6000,167,,,晋南,,,,,,,,
型材,镀锌角钢,63*63*6,6000,167,,,晋南,,,,,,,,
型材,镀锌角钢,63*63*6,6000,167,,,晋南,,,,,,,,
型材,工字钢,10,6000,60,,,百儒,,,,,,,,
型材,工字钢,10,6000,60,,,百儒,,,,,,,,
型材,工字钢,10,6000,60,,,百儒,,,,,,,,
型材,工字钢,10,9000,60,,,百儒,,,,,,,,
型材,工字钢,12,6000,48,,,百儒,,,,,,,,
型材,工字钢,12,6000,48,,,百儒,,,,,,,,
型材,工字钢,12,6000,48,,,百儒,,,,,,,,
型材,工字钢,12,9000,40,,,百儒,,,,,,,,
型材,工字钢,14,6000,48,,,百儒,,,,,,,,
型材,工字钢,14,6000,48,,,百儒,,,,,,,,
型材,工字钢,14,6000,48,,,百儒,,,,,,,,
型材,工字钢,14,9000,30,,,百儒,,,,,,,,
型材,工字钢,16,6000,36,,,百儒,,,,,,,,
型材,工字钢,16,6000,36,,,百儒,,,,,,,,
型材,工字钢,16,9000,30,,,百儒,,,,,,,,
型材,工字钢,16,6000,36,,,百儒,,,,,,,,
型材,工字钢,16,12000,24,,,百儒,,,,,,,,
型材,工字钢,20,6000,20,,,百儒,,,,,,,,
型材,工字钢,20,12000,16,,,百儒,,,,,,,,
型材,工字钢,22,12000,14,,,百儒,,,,,,,,
型材,工字钢,25,12000,12,,,百儒,,,,,,,,
型材,工字钢,25B,12000,18,,,百儒,,,,,,,,
型材,工字钢,10,6000,60,,,轩宇,,,,,,,,
型材,工字钢,10,6000,60,,,轩宇,,,,,,,,
型材,工字钢,10,6000,60,,,轩宇,,,,,,,,
型材,工字钢,10,6000,60,,,轩宇,,,,,,,,
型材,工字钢,10,6000,60,,,轩宇,,,,,,,,
型材,工字钢,10,6000,60,,,轩宇,,,,,,,,
型材,工字钢,10,6000,60,,,轩宇,,,,,,,,
型材,工字钢,10,9000,60,,,轩宇,,,,,,,,
型材,工字钢,10,9000,60,,,轩宇,,,,,,,,
型材,工字钢,12,6000,48,,,轩宇,,,,,,,,
型材,工字钢,12,6000,48,,,轩宇,,,,,,,,
型材,工字钢,12,6000,48,,,轩宇,,,,,,,,
型材,工字钢,12,6000,48,,,轩宇,,,,,,,,
型材,工字钢,12,6000,48,,,轩宇,,,,,,,,
型材,工字钢,12,6000,48,,,轩宇,,,,,,,,
型材,工字钢,12,6000,48,,,轩宇,,,,,,,,
型材,工字钢,12,6000,48,,,轩宇,,,,,,,,
型材,工字钢,12,6000,48,,,轩宇,,,,,,,,
型材,工字钢,12,6000,48,,,轩宇,,,,,,,,
型材,工字钢,12,6000,48,,,轩宇,,,,,,,,
型材,工字钢,12,9000,48,,,轩宇,,,,,,,,
型材,工字钢,14,6000,48,,,轩宇,,,,,,,,
型材,工字钢,14,6000,48,,,轩宇,,,,,,,,
型材,工字钢,14,6000,48,,,轩宇,,,,,,,,
型材,工字钢,14,6000,48,,,轩宇,,,,,,,,
型材,工字钢,14,6000,48,,,轩宇,,,,,,,,
型材,工字钢,14,6000,48,,,轩宇,,,,,,,,
型材,工字钢,14,6000,48,,,轩宇,,,,,,,,
型材,工字钢,14,9000,30,,,轩宇,,,,,,,,
型材,工字钢,14,9000,32,,,轩宇,,,,,,,,
型材,工字钢,14,9000,30,,,轩宇,,,,,,,,
型材,工字钢,14,12000,32,,,轩宇,,,,,,,,
型材,工字钢,16,6000,30,,,轩宇,,,,,,,,
型材,工字钢,16,6000,36,,,轩宇,,,,,,,,
型材,工字钢,16,6000,36,,,轩宇,,,,,,,,
型材,工字钢,16,6000,36,,,轩宇,,,,,,,,
型材,工字钢,16,6000,36,,,轩宇,,,,,,,,
型材,工字钢,16,6000,30,,,轩宇,,,,,,,,
型材,工字钢,16,6000,36,,,轩宇,,,,,,,,
型材,工字钢,16,6000,36,,,轩宇,,,,,,,,
型材,工字钢,16,6000,30,,,轩宇,,,,,,,,
型材,工字钢,16,9000,30,,,轩宇,,,,,,,,
型材,工字钢,16,9000,30,,,轩宇,,,,,,,,
型材,工字钢,16,12000,30,,,轩宇,,,,,,,,
型材,工字钢,16,12000,30,,,轩宇,,,,,,,,
型材,工字钢,16,9000,30,,,轩宇,,,,,,,,
型材,工字钢,16,12000,30,,,轩宇,,,,,,,,
型材,工字钢,16,12000,24,,,轩宇,,,,,,,,
型材,工字钢,16,12000,24,,,轩宇,,,,,,,,
型材,工字钢,16,12000,24,,,轩宇,,,,,,,,
型材,工字钢,16,12000,24,,,轩宇,,,,,,,,
型材,工字钢,16,12000,24,,,轩宇,,,,,,,,
型材,工字钢,18,6000,24,,,轩宇,,,,,,,,
型材,工字钢,18,6000,27,,,轩宇,,,,,,,,
型材,工字钢,18,6000,27,,,轩宇,,,,,,,,
型材,工字钢,18,6000,24,,,轩宇,,,,,,,,
型材,工字钢,18,9000,24,,,轩宇,,,,,,,,
型材,工字钢,18,12000,27,,,轩宇,,,,,,,,
型材,工字钢,18,9000,27,,,轩宇,,,,,,,,
型材,工字钢,18,12000,27,,,轩宇,,,,,,,,
型材,工字钢,18,9000,27,,,轩宇,,,,,,,,
型材,工字钢,18,9000,27,,,轩宇,,,,,,,,
型材,工字钢,18,12000,18,,,轩宇,,,,,,,,
型材,工字钢,18,12000,21,,,轩宇,,,,,,,,
型材,工字钢,18,12000,21,,,轩宇,,,,,,,,
型材,工字钢,18,12000,21,,,轩宇,,,,,,,,
型材,工字钢,18,12000,21,,,轩宇,,,,,,,,
型材,工字钢,20,6000,24,,,轩宇,,,,,,,,
型材,工字钢,20,6000,24,,,轩宇,,,,,,,,
型材,工字钢,20,6000,20,,,轩宇,,,,,,,,
型材,工字钢,20,6000,20,,,轩宇,,,,,,,,
型材,工字钢,20,6000,20,,,轩宇,,,,,,,,
型材,工字钢,20,9000,16,,,轩宇,,,,,,,,
型材,工字钢,20,9000,16,,,轩宇,,,,,,,,
型材,工字钢,20,9000,16,,,轩宇,,,,,,,,
型材,工字钢,20,9000,18,,,轩宇,,,,,,,,
型材,工字钢,20,9000,16,,,轩宇,,,,,,,,
型材,工字钢,20,12000,18,,,轩宇,,,,,,,,
型材,工字钢,20,12000,16,,,轩宇,,,,,,,,
型材,工字钢,20,12000,16,,,轩宇,,,,,,,,
型材,工字钢,20,12000,18,,,轩宇,,,,,,,,
型材,工字钢,20,12000,18,,,轩宇,,,,,,,,
型材,工字钢,20,12000,16,,,轩宇,,,,,,,,
型材,工字钢,20,12000,16,,,轩宇,,,,,,,,
型材,工字钢,20,12000,16,,,轩宇,,,,,,,,
型材,工字钢,20,12000,16,,,轩宇,,,,,,,,
型材,工字钢,20B,12000,16,,,轩宇,,,,,,,,
型材,工字钢,20B,12000,16,,,轩宇,,,,,,,,
型材,工字钢,22A,9000,16,,,轩宇,,,,,,,,
型材,工字钢,22A,9000,16,,,轩宇,,,,,,,,
型材,工字钢,22A,9000,16,,,轩宇,,,,,,,,
型材,工字钢,22A,12000,16,,,轩宇,,,,,,,,
型材,工字钢,22A,12000,16,,,轩宇,,,,,,,,
型材,工字钢,22A,12000,16,,,轩宇,,,,,,,,
型材,工字钢,22A,12000,16,,,轩宇,,,,,,,,
型材,工字钢,22A,12000,14,,,轩宇,,,,,,,,
型材,工字钢,22A,12000,16,,,轩宇,,,,,,,,
型材,工字钢,22A,12000,14,,,轩宇,,,,,,,,
型材,工字钢,25A,9000,14,,,轩宇,,,,,,,,
型材,工字钢,25A,9000,14,,,轩宇,,,,,,,,
型材,工字钢,25A,9000,14,,,轩宇,,,,,,,,
型材,工字钢,25A,9000,12,,,轩宇,,,,,,,,
型材,工字钢,25A,12000,14,,,轩宇,,,,,,,,
型材,工字钢,25A,12000,14,,,轩宇,,,,,,,,
型材,工字钢,25A,12000,14,,,轩宇,,,,,,,,
型材,工字钢,25A,12000,12,,,轩宇,,,,,,,,
型材,工字钢,25A,12000,12,,,轩宇,,,,,,,,
型材,工字钢,25B,12000,14,,,轩宇,,,,,,,,
型材,工字钢,30A,12000,14,,,轩宇,,,,,,,,
型材,工字钢,30A,12000,16,,,轩宇,,,,,,,,
型材,工字钢,30B,12000,14,,,轩宇,,,,,,,,
型材,工字钢,32A,12000,14,,,轩宇,,,,,,,,
型材,工字钢,32B,12000,14,,,轩宇,,,,,,,,
型材,工字钢,36B,12000,9,,,轩宇,,,,,,,,
型材,工字钢,40A,12000,9,,,轩宇,,,,,,,,
型材,工字钢,45B,12000,5,,,轩宇,,,,,,,,
型材,工字钢,63A,12000,6,,,轩宇,,,,,,,,
型材,工字钢,12,12000,40,,,晋南,,,,,,,,
型材,工字钢,12,6000,52,,,晋南,,,,,,,,
型材,工字钢,12,6000,52,,,晋南,,,,,,,,
型材,工字钢,12,6000,52,,,晋南,,,,,,,,
型材,工字钢,12,6000,52,,,晋南,,,,,,,,
型材,工字钢,12,9000,52,,,晋南,,,,,,,,
型材,工字钢,12,9000,52,,,晋南,,,,,,,,
型材,工字钢,14,6000,36,,,晋南,,,,,,,,
型材,工字钢,14,6000,36,,,晋南,,,,,,,,
型材,工字钢,14,9000,52,,,晋南,,,,,,,,
型材,工字钢,14,9000,52,,,晋南,,,,,,,,
型材,工字钢,14,9000,52,,,晋南,,,,,,,,
型材,工字钢,14,12000,36,,,晋南,,,,,,,,
型材,工字钢,16,6000,33,,,晋南,,,,,,,,
型材,工字钢,16,6000,33,,,晋南,,,,,,,,
型材,工字钢,16,6000,33,,,晋南,,,,,,,,
型材,工字钢,16,9000,36,,,晋南,,,,,,,,
型材,工字钢,16,9000,36,,,晋南,,,,,,,,
型材,工字钢,16,9000,36,,,晋南,,,,,,,,
型材,工字钢,16,12000,27,,,晋南,,,,,,,,
型材,工字钢,16,12000,27,,,晋南,,,,,,,,
型材,工字钢,16,12000,27,,,晋南,,,,,,,,
型材,工字钢,18,6000,24,,,晋南,,,,,,,,
型材,工字钢,18,6000,24,,,晋南,,,,,,,,
型材,工字钢,18,9000,36,,,晋南,,,,,,,,
型材,工字钢,18,9000,36,,,晋南,,,,,,,,
型材,工字钢,18,9000,36,,,晋南,,,,,,,,
型材,工字钢,18,12000,27,,,晋南,,,,,,,,
型材,工字钢,18,12000,27,,,晋南,,,,,,,,
型材,工字钢,18,12000,27,,,晋南,,,,,,,,
型材,工字钢,20A,6000,20,,,晋南,,,,,,,,
型材,工字钢,20A,6000,20,,,晋南,,,,,,,,
型材,工字钢,20A,9000,22,,,晋南,,,,,,,,
型材,工字钢,20A,9000,22,,,晋南,,,,,,,,
型材,工字钢,20A,9000,22,,,晋南,,,,,,,,
型材,工字钢,20A,12000,16,,,晋南,,,,,,,,
型材,工字钢,20A,12000,16,,,晋南,,,,,,,,
型材,工字钢,20A,12000,16,,,晋南,,,,,,,,
型材,工字钢,20B,9000,18,,,晋南,,,,,,,,
型材,工字钢,20B,9000,18,,,晋南,,,,,,,,
型材,工字钢,20B,12000,14,,,晋南,,,,,,,,
型材,工字钢,20B,12000,14,,,晋南,,,,,,,,
型材,工字钢,22A,9000,22,,,晋南,,,,,,,,
型材,工字钢,22A,9000,22,,,晋南,,,,,,,,
型材,工字钢,22A,9000,22,,,晋南,,,,,,,,
型材,工字钢,22A,12000,16,,,晋南,,,,,,,,
型材,工字钢,22A,12000,16,,,晋南,,,,,,,,
型材,工字钢,22A,12000,16,,,晋南,,,,,,,,
型材,工字钢,22B,9000,20,,,晋南,,,,,,,,
型材,工字钢,22B,9000,20,,,晋南,,,,,,,,
型材,工字钢,22B,12000,14,,,晋南,,,,,,,,
型材,工字钢,22B,12000,14,,,晋南,,,,,,,,
型材,工字钢,25A,9000,20,,,晋南,,,,,,,,
型材,工字钢,25A,9000,20,,,晋南,,,,,,,,
型材,工字钢,25A,12000,14,,,晋南,,,,,,,,
型材,工字钢,25A,12000,14,,,晋南,,,,,,,,
型材,工字钢,25A,12000,14,,,晋南,,,,,,,,
型材,工字钢,25B,9000,20,,,晋南,,,,,,,,
型材,工字钢,25B,9000,20,,,晋南,,,,,,,,
型材,工字钢,30A,9000,16,,,晋南,,,,,,,,
型材,工字钢,30B,12000,14,,,晋南,,,,,,,,
型材,镀锌工字钢,10,,,,,,,,,,,,,
型材,镀锌工字钢,10,,,,,,,,,,,,,
型材,镀锌工字钢,10,,,,,,,,,,,,,
型材,镀锌工字钢,12,,,,,,,,,,,,,
型材,镀锌工字钢,12,,,,,,,,,,,,,
型材,镀锌工字钢,12,,,,,,,,,,,,,
,槽钢,5,6000,,,,,,,,,,,,
型材,镀锌槽钢,5,,,,,,,,,,,,,
型材,镀锌槽钢,5,,,,,,,,,,,,,
型材,镀锌槽钢,5,,,,,,,,,,,,,
型材,镀锌槽钢,5,,,,,,,,,,,,,
型材,镀锌槽钢,5,,,,,,,,,,,,,
型材,镀锌槽钢,5,,,,,,,,,,,,,
型材,镀锌槽钢,5,,,,,,,,,,,,,
型材,镀锌槽钢,5,,198,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,5,,182,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,5,,140,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,5,,140,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,5,,140,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,5,,128,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,5,,140,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,5,,140,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,5,,140,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,5,,140,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,5,,140,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,5,,140,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,6.3,,140,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,6.3,,,,,,,,,,,,,
型材,镀锌槽钢,6.3,,,,,,,,,,,,,
型材,镀锌槽钢,6.3,,,,,,,,,,,,,
型材,镀锌槽钢,6.3,,,,,,,,,,,,,
型材,镀锌槽钢,6.3,,,,,,,,,,,,,
型材,镀锌槽钢,6.3,,,,,,,,,,,,,
型材,镀锌槽钢,6.3,,,,,,,,,,,,,
型材,镀锌槽钢,6.3,,,,,,,,,,,,,
型材,镀锌槽钢,6.3,,108,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,6.3,,108,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,6.3,,108,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,6.3,,126,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,6.3,,108,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,6.3,,108,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,6.3,,108,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,6.3,,126,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,6.3,,108,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,6.3,,108,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,6.3,,108,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,6.3,,108,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,6.3,,120,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,6.3,,108,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,6.3,,120,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,6.3,,108,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,8,,108,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,8,,,,,,,,,,,,,
型材,镀锌槽钢,8,,,,,,,,,,,,,
型材,镀锌槽钢,8,,,,,,,,,,,,,
型材,镀锌槽钢,8,,,,,,,,,,,,,
型材,镀锌槽钢,8,,,,,,,,,,,,,
型材,镀锌槽钢,8,,,,,,,,,,,,,
型材,镀锌槽钢,8,,,,,,,,,,,,,
型材,镀锌槽钢,8,,,,,,,,,,,,,
型材,镀锌槽钢,8,,,,,,,,,,,,,
型材,镀锌槽钢,8,,,,,,,,,,,,,
型材,镀锌槽钢,8,,,,,,,,,,,,,
型材,镀锌槽钢,8,,,,,,,,,,,,,
型材,镀锌槽钢,8,,,,,,,,,,,,,
型材,镀锌槽钢,8,,,,,,,,,,,,,
型材,镀锌槽钢,8,,,,,,,,,,,,,
型材,镀锌槽钢,8,,,,,,,,,,,,,
型材,镀锌槽钢,8,,,,,,,,,,,,,
型材,镀锌槽钢,8,,120,,,唐山朋钢,,,,,,,,
型材,镀锌槽钢,8,,120,,,唐山朋钢,,,,,,,,
